-0.149978	-0.149995516
0.084265	0.083844229
0.176586	0.181872444
0.238367	0.217282627
0.350165	0.389534943
0.514553	0.459265601
0.630142	0.687151914
0.682664	0.703368504
0.717555	0.613491757
0.761619	0.783601378
0.822888	0.932767885
0.893129	0.847585973
0.954512	0.82992874
0.995382	1.060586348
1.01605	1.100824687
1.02209	1.017587965
1.01836	1.056093277
1.00748	1.00612757
0.990317	1.003173161
0.9666	0.865682077
0.935414	0.865567711
0.895516	1.031710217
0.845608	0.751237501
0.784647	0.696549167
0.712184	0.791135597
0.628704	0.58454786
0.535844	0.761739991
0.436352	0.347761876
0.333711	0.238892858
0.231477	0.382213191
0.132538	0.024319327
0.0385362	-0.062294183
-0.0503604	0.047928336
-0.135302	-0.194028285
-0.218286	-0.188540004
-0.301465	-0.306392799
-0.386376	-0.181133148
-0.473254	-0.611831112
-0.560689	-0.637638672
-0.645847	-0.630937977
-0.725239	-0.689210371
-0.795721	-0.848759343
-0.855254	-0.847046391
-0.903139	-0.864986178
-0.939762	-0.907850867
-0.966122	-0.957564457
-0.983346	-0.956070791
-0.992327	-1.061451442
-0.993488	-0.927388735
-0.986655	-0.958459686
-0.970992	-1.179233248
-0.945032	-0.806869201
-0.906829	-0.958383858
-0.854335	-0.871661752
-0.786068	-0.681895302
-0.702042	-0.797081699
-0.604661	-0.582578405
-0.499024	-0.455198498
-0.392188	-0.345599434
-0.291459	-0.34532514
-0.20255	-0.323126747
-0.128516	-0.024926284
-0.0697987	-0.072469474
